"symbol","exchange","shortname"
"COMB","PCX","GraniteShares Bloomberg Commodi"
"DBL","NYQ","DoubleLine Opportunistic Credit"
"NIB","PCX","iPath Bloomberg Cocoa Subindex "
"KOAN","PNK","Resonate Blends Inc."
"JJG","PCX","iPathA Series B Bloomberg Grain"
"ITEQ","PCX","Amplify ETF Trust Amplify BlueS"
"CODI-PB","NYQ",NULL
"F-PB","NYQ",NULL
"BKMP","OEM","BLACKOUT MEDIA CORPORATION"
"CMDY","PCX","iShares Bloomberg Roll Select C"
"MUJ","NYQ","Blackrock MuniHoldings New Jers"
"MYI","NYQ","Blackrock MuniYield Quality Fun"
"GRCU","PNK","Green Cures & Botanical Distrib"
"IBKKF","OEM","IMINING TECHNOLOGIES INC"
"TCHP","PCX","T. Rowe Price Blue Chip Growth "
"BKRP","OEM","BLACK ROCK PETE CO"
"UBIA","OEM","UBI BLOCKCHAIN INTERNET LTD"
"MUA","NYQ","Blackrock MuniAssets Fund, Inc"
"CWXZF","PNK","Doman Building Materials Group "
"MQT","NYQ","Blackrock MuniYield Quality Fun"
"MYN","NYQ","Blackrock MuniYield New York Qu"
"SGG","PCX","iPathA Series B Bloomberg Sugar"
"BLPFF","OEM","BLOK TECHNOLOGIES INC"
"BDCO","OQX","Blue Dolphin Energy Co."
"ADRE","NGM","Invesco BLDRS Emerging Markets "
"BEGI","PNK","BlackStar Enterprise Group, Inc"
"WEBB","OEM","WEB BLOCKCHAIN MEDIA INC"
"BKUCF","OQB","Blue Sky Uranium Corp."
"MIY","NYQ","Blackrock MuniYield Michigan Qu"
"MVF","NYQ","Blackrock MuniVest Fund, Inc."
"MYD","NYQ","Blackrock MuniYield Fund, Inc."
"BSFC","OQB","BLUE STAR FOODS CORP."
"GOODN","NMS",NULL
"CMSQY","PNK",NULL
"BMED","PCX","iShares Health Innovation Activ"
"BLSTF","PNK","Blackstone Minerals Ltd."
"LCTD","PCX","BlackRock World ex U.S. Carbon "
"BTEK","PCX","BlackRock Future Tech ETF"
"MPA","NYQ","Blackrock MuniYield Pennsylvani"
"KINS","NCM",NULL
"CMPGY","PNK",NULL
"CPYJ","OEM",NULL
"DTJ","NYQ",NULL
"BUENF","PNK","Blue Energy Ltd."
"MUI","NYQ","Blackrock Muni Intermediate Dur"
"MHN","NYQ","Blackrock MuniHoldings New York"
"JJT","PCX","iPathA Series B Bloomberg Tin S"
"SGA","NGM",NULL
"PDER","PNK",NULL
"WFC-PC","NYQ",NULL
"KRMA","NGM",NULL
"CODI-PA","NYQ",NULL
"BZRD","PNK","Blubuzzard Inc."
"JJM","PCX","iPathA Series B Bloomberg Indus"
"NBCO","PNK","Neon Bloom Inc."
"MVT","NYQ","Blackrock MuniVest Fund II, Inc"
"USDU","PCX","WisdomTree Bloomberg U.S. Dolla"
"SOJD","NYQ",NULL
"ETCMY","PNK",NULL
"FCCO","NCM",NULL
"NUVR","OQB",NULL
"BWVI","OEM","Blue Water Ventures Internation"
"BLBX","NCM","Blackboxstocks Inc."
"MUE","NYQ","Blackrock MuniHoldings Quality "
"MEAR","BTS","iShares Short Maturity Municipa"
"SPDC","OEM",NULL
"DTW","NYQ",NULL
"BIDCF","OQB","Blockchaink2 Corp."
"CBBHF","PNK","Cobalt Blue Hldgs."
"BRRE","PNK","Blue Ridge Real Estate Co."
"HYMU","BTS","iShares High Yield Muni Income "
"DPBE","OEM","DEEP BLUE MARINE INC"
"DOMR","OEM","DOMINION RES BLACK WARRIOR TST"
"CRTL","PNK","Cartel Blue, Inc."
"JJE","PCX","iPathA Series B Bloomberg Energ"
"BGEM","OEM","BLUE GEM ENTERPRISE"
"DJCB","PCX","ETRACS Bloomberg Commodity Inde"
"EGF","NYQ","Blackrock Enhanced Government F"
"BKIRF","PNK","Black Iron Inc."
"DYNF","PCX","iShares U.S. Equity Factor Rota"
"STLC","BTS","iShares Factors US Blend Style "
"SPQQ","NGM","Siren Large Cap Blend Index ETF"
"BBLC","PNK","Blockchain Loyalty Corp."
"UCIB","PCX","ETRACS UBS Bloomberg Constant M"
"STLY","OQB",NULL
"DTY","NYQ",NULL
"SOJE","NYQ",NULL
"SSDOY","PNK",NULL
"CFRHF","PNK",NULL
"EMMS","OEM",NULL
"KNGS","PCX",NULL
"VTMB","OEM","VITAMIN BLUE INC"
"BRVRF","OEM","BLUE RIVER RESOURC"
"MBCC","BTS","Monarch Blue Chips Core Index E"
"ISBL","OEM","ISE BLU EQUITY CORPORATION"
"JJP","PCX","iPathA Series B Bloomberg Preci"
"F-PC","NYQ",NULL
"PTCO","PNK",NULL
"FULO","PNK",NULL
"MGHL","PNK",NULL
"BCDS","PNK","Blaqclouds Inc."
"BMOOF","PNK","BLUE MOON METALS INC."
"BLFR","PNK","BlueFire Equipment Corp."
"BLTMF","PNK","Orbec Gold Mines Inc."
"STSB","NGM","Stance Sustainable Beta ETF"
"LQRCF","PNK","Black Mammoth Metals Corp"
"BTKRF","PNK","Q Precious & Battery Metals Cor"
"CBUTF","PNK","CLEAR BLUE TECHNOLOGIES INTL IN"
"BKKCF","PNK","BLOCKCHAIN TECHNOLOGIES ETF UNI"
"BSTO","PNK","Blue Star Opportunities Corp."
"EWRC","PNK",NULL
"SQCF","PNK",NULL
"BKLIF","PNK","BLOCKMINT TECHNOLOGIES INC"
"ROBK","OEM","ROTATE BLACK INC"
"RBL","PCX","SPDR S&P Russia ETF"
"RBND","PCX","SPDR Bloomberg SASB Corporate B"
"BLLYF","PNK","80 MILE PLC"
"WFC-PZ","NYQ",NULL
"OONEF","PNK",NULL
"COMSW","NMS",NULL
"DTB","NYQ",NULL
"CODI-PC","NYQ",NULL
"BLNMF","OEM","BLUE NOTE MINING INC"
"ONTRF","OEM","BLACKROCK OIL CORP"
"BKSD","OEM","BLUEPRINT TECHNOLOGIES INC"
"BDIMF","OQX","Black Diamond Group Ltd"
"SBOEY","PNK","Schoeller Bleckmann Oilfield Eq"
"BLKLF","PNK","Blackline Safety Corp"
"GM","NYQ","General Motors Company"
"ZM","NMS","Zoom Communications, Inc."
"IBM","NYQ","International Business Machines"
"M","NYQ","Macy's Inc"
"KJFI","PNK",NULL
"SUB","PCX",NULL
"TM","NYQ","Toyota Motor Corporation"
"DM","NYQ","Desktop Metal, Inc."
"PM","NYQ","Philip Morris International Inc"
"WM","NYQ","Waste Management, Inc."
"FCCT","PNK",NULL
"TUERF","PNK",NULL
"FGCO","PNK",NULL
"SCRH","OEM",NULL
"SDCI","PCX",NULL
"LBLCF","PNK",NULL
"HBM","NYQ","Hudbay Minerals Inc."
"EM","NCM","Smart Share Global Limited"
"OM","NMS","Outset Medical, Inc."
"DEWM","OEM","DEWMAR INTL BMC INC"
"QNXC","OEM",NULL
"WFC-PY","NYQ",NULL
"MKC-V","NYQ",NULL
"CYSNF","OQB",NULL
"SOJB","NYQ",NULL
"GPJA","NYQ",NULL
"RM","NYQ","Regional Management Corp."
"MRIRF","OQB","BMEX GOLD INC"
"BNPQY","OQX","BNP Paribas"
"BKLC","PCX","BNY Mellon US Large Cap Core Eq"
"BNCC","OQX","BNCCORP, INC."
"OCCIO","NCM",NULL
"KLYCY","PNK",NULL
"ZMRK","PNK",NULL
"ECCY","NYQ",NULL
"FUD","PCX",NULL
"BNPQF","OQX","BNP PARIBAS"
"BKSE","PCX","BNY Mellon US Small Cap Core Eq"
"BKMC","PCX","BNY Mellon US Mid Cap Core Equi"
"BKEM","PCX","BNY Mellon Emerging Markets Equ"
"BKIE","PCX","BNY Mellon International Equity"
"BKSB","PCX","BNY Mellon Short Duration Corpo"
"EUFN","NGM",NULL
"MCFT","NGM","MasterCraft Boat Holdings, Inc."
"MBUU","NGM","Malibu Boats, Inc."
"BTIM","OEM","BOATIM INC"
"BOWFF","PNK","Boardwalk Real Estate Investmen"
"BWLKF","OQB","Boardwalktech Software Corporat"
"BOCA",NULL,"** SEE<BOCA-CL>"
"JOB","ASE","GEE Group Inc."
"BOLB","OEM",NULL
"NOC","NYQ","Northrop Grumman Corporation"
"DOC","NYQ","Healthpeak Properties, Inc."
"PCSV","PNK",NULL
"HL-PB","NYQ",NULL
"WFC-PA","NYQ",NULL
"ECCW","NYQ",NULL
"SPMYY","PNK",NULL
"BHKLY","PNK","BOC Hong Kong (Holdings) Ltd."
"BOCT","BTS","Innovator U.S. Equity Buffer ET"
"DBOC","BTS","Innovator Double Stacker 9 Buff"
"VOD","NMS","Vodafone Group Plc"
"KOD","NGM","Kodiak Sciences Inc"
"XCOMQ","OEM",NULL
"KIWB","OEM",NULL
"GSDC","OEM",NULL
"DSKYF","PNK",NULL
"CMRZF","OQB",NULL
"ECCX","NYQ",NULL
"MOD","NYQ","Modine Manufacturing Company"
"EOD","NYQ","Wells Fargo Global Dividend Opp"
"BDYS","OEM","BODYSCAN CORP"
"CBOE","BTS","Cboe Global Markets, Inc."
"VOE","PCX","Vanguard Mid-Cap Value ETF"
"ENCC","OEM",NULL
"HVT-A","NYQ",NULL
"EUFX","PCX",NULL
"JOE","NYQ","St. Joe Company (The)"
"COE","ASE","51Talk Online Education Group"
"COF","NYQ","Capital One Financial Corporati"
"GOF","NYQ","Guggenheim Strategic Opportunit"
"KOF","NYQ","Coca Cola Femsa S.A.B. de C.V."
"KPCPY","PNK",NULL
"CGUD","PNK",NULL
"HAWEL","PNK",NULL
"FOF","NYQ","Cohen & Steers Closed-End Oppor"
"BOKF","NMS","BOK Financial Corporation"
"FUE","PCX","ELEMENTS Linked to the ICE BofA"
"JOF","NYQ","Japan Smaller Capitalization Fu"
"GRU","PCX","ELEMENTS Linked to the ICE BofA"
"VIPK","OEM",NULL
"BCOMF","PNK",NULL
"CBUIF","OEM",NULL
"CEFC","PNK",NULL
"CMPGF","PNK",NULL
"EOG","NYQ","EOG Resources, Inc."
"HOG","NYQ","Harley-Davidson, Inc."
"DOG","PCX","ProShares Short Dow30"
"ROG","NYQ","Rogers Corporation"
"BSBK","NCM","Bogota Financial Corp."
"BROG","NCM","Brooge Energy Limited"
"MOH","NYQ","Molina Healthcare Inc"
"EOI","NYQ","Eaton Vance Enhance Equity Inco"
"NOK","NYQ","Nokia Corporation Sponsored"
"JBZY","OEM",NULL
"CGCO","OEM",NULL
"SOJC","NYQ",NULL
"TOK","PCX","iShares MSCI Kokusai ETF"
"BORK","OEM","BOURQUE INDUSTRIES INC"
"BOXL","NCM","Boxlight Corporation"
"TOL","NYQ","Toll Brothers, Inc."
"ROL","NYQ","Rollins, Inc."
"ETCIA","OEM",NULL
"VERBW","NCM",NULL
"BOIVF","PNK","Bollore Investissement"
"KOL","PCX","VanEck Vectors Coal ETF"
"DOL","PCX","WisdomTree International LargeC"
"BOLL","OEM","BOLLINGER INDUSTRIES INC"
"BONL","PNK","Bonal International, Inc."
"SRCO","PNK",NULL
"SCTN","OEM",NULL
"PCRCF","OQB","BOLT METALS CORP."
"BOMXF","PNK","Bolsa Mexicana de Valores, S.A."
"BPOL","OEM","BLACKPOLL FLEET INTL INC"
"BOLV","OEM","BOLIVAR MINING CORP"
"VCST","OEM",NULL
"COGDF","PNK",NULL
"CSYT","OEM",NULL
"RCIAF","PNK",NULL
"XLWH","OEM",NULL
"ZOM","ASE","Zomedica Corp."
"XOM","NYQ","Exxon Mobil Corporation"
"BOOM","NMS","DMC Global Inc."
"BDRBF","OQX","Bombardier Inc."
"ROM","PCX","ProShares Ultra Technology"
"CODGF","PNK",NULL
"CMMMF","OEM",NULL
"BDRAF","OQX","Bombardier Inc."
"NOM","NYQ","Nuveen Missouri Quality Municip"
"BOMBF","PNK","Bombardier Inc."
"BDRXF","PNK","BOMBARDIER INC 6.25% PRF CUM RE"
"TLLEQ","OEM",NULL
"XCOM","PCX",NULL
"CVST","OEM",NULL
"TLFX","OEM",NULL
"MOM","PCX","AGFiQ U.S. Market Neutral Momen"
"BLNC","PNK","BALANCE LABS INC"
"TLT","NGM","iShares 20+ Year Treasury Bond "
"TIP","PCX","iShares TIPS Bond ETF"
"IEF","NGM","iShares 7-10 Year Treasury Bond"
"MUB","PCX","iShares National Muni Bond ETF"
"PCMC","PNK",NULL
"VTEB","PCX","Vanguard Tax-Exempt Bond ETF"
"VUSB","BTS","Vanguard Ultra-Short Bond ETF"
"SHY","NGM","iShares 1-3 Year Treasury Bond "
"DHY","NYQ","146692"
"STIP","PCX","iShares 0-5 Year TIPS Bond ETF"
"CBNT","PNK","C-Bond Systems Inc."
"SPRS","PNK",NULL
"FIEE","PCX",NULL
"FLOT","BTS","iShares Floating Rate Bond ETF"
"SHV","NGM","iShares Short Treasury Bond ETF"
"GOVT","BTS","iShares U.S. Treasury Bond ETF"
"SPHY","PCX","SPDR Portfolio High Yield Bond "
"IUSB","NGM","iShares Core Total USD Bond Mar"
"ICVT","BTS","iShares Convertible Bond ETF"
"IEI","NGM","iShares 3-7 Year Treasury Bond "
"DRH-PA","NYQ",NULL
"FBND","PCX","Fidelity Total Bond ETF"
"ISTB","NGM","iShares Core 1-5 Year USD Bond "
"BNDW","NGM","Vanguard Total World Bond ETF"
"VTC","NGM","Vanguard Total Corporate Bond E"
"GNMA","NGM","iShares GNMA Bond ETF"
"EIM","NYQ","100401"
"CMNR","OEM",NULL
"UEPEM","PNK",NULL
"CMDRF","PNK",NULL
"SCHJ","PCX","Schwab 1-5 Year Corporate Bond "
"PTBD","PCX","Pacer Trendpilot US Bond ETF"
"GTO","PCX","Invesco Total Return Bond ETF"
"HYDB","BTS","iShares High Yield Systematic B"
"FCOR","PCX","Fidelity Corporate Bond ETF"
"BGRN","NGM","iShares USD Green Bond ETF"
"IGEB","BTS","iShares Investment Grade System"
"FNDM","OEM",NULL
"YGTYF","OEM",NULL
"FNDX","PCX",NULL
"PULS","PCX","PGIM Ultra Short Bond ETF"
"SCHI","PCX","Schwab 5-10 Year Corporate Bond"
"ILTB","PCX","iShares Core 10  Year USD Bond "
"FLTB","PCX","Fidelity Limited Term Bond ETF"
"ULST","PCX","SPDR SSgA Ultra Short Term Bond"
"SGOV","PCX","iShares 0-3 Month Treasury Bond"
"SPBO","PCX","SPDR Portfolio Corporate Bond E"
"PRCF","OEM",NULL
"FNDA","PCX",NULL
"GRNB","PCX","VanEck Green Bond ETF"
"NYF","PCX","iShares New York Muni Bond ETF"
"SPXB","PCX","ProShares S&P 500 Bond ETF"
"CMBS","PCX","iShares CMBS Bond ETF"
"HTRB","PCX","Hartford Total Return Bond ETF"
"FLDR","BTS","Fidelity Low Duration Bond Fact"
"FIGB","PCX","Fidelity Investment Grade Bond "
"GNRV","OQX",NULL
"GNR","PCX",NULL
"BSND","OEM","BOSTON SAND & GRAVEL CO"
"JIGB","PCX","JPMorgan Corporate Bond Researc"
"IHYF","NGM","Invesco High Yield Bond Factor "
"EMBD","PCX","Global X Emerging Markets Bond "
"JCPB","BTS","JPMorgan Core Plus Bond ETF"
"IMTB","PCX","iShares Core 5-10 Year USD Bond"
"SBBSF","PNK",NULL
"CFNCF","PNK",NULL
"EKAR","PCX",NULL
"BLHY","PCX","Virtus Newfleet High Yield Bond"
"BYLD","PCX","iShares Yield Optimized Bond ET"
"MBND","BTS","SPDR Nuveen Municipal Bond ETF"
"OVB","BTS","Overlay Shares Core Bond ETF"
"FLCB","PCX","Franklin U.S. Core Bond ETF"
"BNDC","PCX","FlexShares Core Select Bond Fun"
"WFIG","BTS","WisdomTree U.S. Corporate Bond "
"OVM","BTS","Overlay Shares Municipal Bond E"
"HCRB","BTS","Hartford Core Bond ETF"
"MTGP","PCX","WisdomTree Mortgage Plus Bond F"
"ISRPF","PNK","ISHARES USD CORP BOND UCITS ETF"
"ISHUF","PNK","ISHARES USD TREASURY BOND 0-1YR"
"UONE","NCM","Urban One, Inc."
"XONE","PCX","BondBloxx ETF Trust BondBloxx B"
"FRMUF","PNK",NULL
"XFCH","OEM",NULL
"WFCNP","PNK",NULL
"WECFF","PNK",NULL
"SIBN","NGM","SI-BONE, Inc."
"VONE","NGM","Vanguard Russell 1000 ETF"
"BRNE","PNK","Borneo Resource Investments Ltd"
"BONXF","OQX","Bonterra Resources Inc."
"BLONF","OEM","Co2 Gro Inc."
"CDGLY","PNK",NULL
"HAWEM","PNK",NULL
"CMDXF","PNK",NULL
"IMATF","PNK",NULL
"BKNG","NMS","Booking Holdings Inc. Common St"
"VONG","NGM","Vanguard Russell 1000 Growth ET"
"BENH","OEM","BIO-EN HOLDINGS CORP"
"IONI","PNK","I-ON Digital Corp."
"SONM","NCM","Sonim Technologies, Inc."
"BUNM","OEM","BURNED MEDIA LTD"
"SONO","NMS","Sonos, Inc."
"BONTQ","OEM","BONTON STORES"
"BORR","NYQ","Borr Drilling Limited"
"FONR","NCM","Fonar Corporation"
"ZCOM","OEM",NULL
"YCOM","PCX",NULL
"DENKF","PNK",NULL
"INGEF","PNK",NULL
"TONR","PNK","Tonner-One World Holdings, Inc"
"IONS","NMS","Ionis Pharmaceuticals, Inc."
"BOSS","BTS","Global X Funds Global X Founder"
"BOUT","PCX","Innovator IBD Breakout Opportun"
"BNEFF","PNK","Bonterra Energy Corp."
"KUNUF","PNK",NULL
"LCOMF","PNK",NULL
"ZHAOF","PNK",NULL
"ITBFF","PNK",NULL
"PONT","PNK","PONTIAC BANCORP INC"
"FONU","OEM","FONU2 INC"
"VONV","NGM","Vanguard Russell 1000 Value ETF"
"BNOV","BTS","Innovator U.S. Equity Buffer ET"
"ZONX","OEM","ZONZIA MEDIA INC"
"CNER","PNK",NULL
"PLWY","OEM",NULL
"ISHBF","PNK",NULL
"SONY","NYQ","Sony Group Corporation"
"BOTY","PNK","Lingerie Fighting Championships"
"VOO","PCX","Vanguard S&P 500 ETF"
"COO","NMS","The Cooper Companies, Inc."
"IOO","PCX","iShares Global 100 ETF"
"CNGA","OEM",NULL
"OCNB","OEM",NULL
"INKW","PNK",NULL
"DOO","PCX","WisdomTree International Divide"
"PBMLF","PNK","Pacific Booker Minerals Inc."
"BOZTY","PNK","BOOZT AB UNSPON ADR EACH REP 1 "
"COP","NYQ","ConocoPhillips"
"XOP","PCX","SPDR S&P Oil & Gas Explor & Pro"
"VERO","NCM",NULL
"CNXC","NMS",NULL
"ROP","NMS","Roper Technologies, Inc."
"BPOP","NMS","Popular, Inc."
"KOP","NYQ","Koppers Holdings Inc."
"BIMI","OEM","BIMI International Medical Inc."
"COR","NYQ","Cencora, Inc."
"ROBO","PCX",NULL
"TMCI","NMS",NULL
"WOR","NYQ","Worthington Enterprises, Inc."
"POR","NYQ","Portland General Electric Co"
"FOR","NYQ","Forestar Group Inc"
"KOR","NCM","Corvus Gold Inc."
"SOR","NYQ","Source Capital, Inc. Cmn Shs of"
"BBCP","NCM",NULL
"SMEV","PNK",NULL
"RIBS","OEM",NULL
"BOREF","PNK","Borealis Exploration Limited"
"NBDR","OEM","NO BORDERS INC"
"BKOR","PNK","Oak Ridge Financial Services, I"
"IOR","ASE","Income Opportunity Realty Inves"
"BRRN","PNK","BORN INC"
"CWPWF","PNK",NULL
"POOSF","OEM",NULL
"DCOHF","PNK",NULL
"CNDT","NMS",NULL
"XBOR","OEM","CROSS BORDER RESOURCES INC"
"BRLXF","PNK","Boralex Inc."
"BORUF","PNK","Borussia Dortmund GMBH & Co."
"BWMY","OEM","BorrowMoney.com inc."
"CNRIF","PNK",NULL
"CIND","OEM",NULL
"CNONF","OEM",NULL
"COENF","PNK",NULL
"IDOWF","PNK",NULL
"SOS","NYQ","SOS Limited"
"MOS","NYQ","Mosaic Company (The)"
"KOS","NYQ","Kosmos Energy Ltd."
"BQSSF","OQX","Boss Energy Ltd"
"EOS","NYQ","Eaton Vance Enhance Equity Inco"
"ISVAF","PNK",NULL
"BXPHF","PNK","Botanix Pharmaceuticals Ltd."
"EOT","NYQ","Eaton Vance Municipal Income Tr"
"GRVE","PNK","GROOVE BOTANICALS INC"
"ABOT","BTS","Abacus FCF Innovation Leaders E"
"BNCM","PNK","Bounce Mobile Systems, Inc."
"CVONF","PNK",NULL
"CPNG","NYQ",NULL
"CNFR","NCM",NULL
"BYOGF","PNK","BOUNTY OIL & GAS"
"BOCOF","PNK","BOUGAINVILLE COPPER"
"HOV","NYQ","Hovnanian Enterprises, Inc."
"NOV","NYQ","NOV Inc."
"DOV","NYQ","Dover Corporation"
"CFXTF","PNK",NULL
"MOV","NYQ","Movado Group Inc."
"LOW","NYQ","Lowe's Companies, Inc."
"DOW","NYQ","Dow Inc."
"NOW","NYQ","ServiceNow, Inc."
"WOW","NYQ","WideOpenWest, Inc."
"CZNL","PNK",NULL
"CNMD","NYQ",NULL
"BWMN","NGM","Bowman Consulting Group Ltd."
"PBI-PB","NYQ","Pitney Bowes Inc 6.70% Notes Du"
"BTOW","PNK","GTFN Holdings Inc."
"FOX","NMS","Fox Corporation"
"VOX","PCX","Vanguard Communication Services"
"MBOX","PCX","Freedom Day Dividend ETF"
"FIVG","PCX",NULL
"CORN","PCX",NULL
"TEL","NYQ",NULL
"CNXS","OEM",NULL
"RGP","NMS",NULL
"IVSPF","PNK",NULL
"DBOXF","PNK","D-Box Technologies, Inc."
"TEUFF","OEM","BOX SHIPS INC"
"GPDB","OEM","GREEN POLKADOT BOX INC"
"SGTB","OEM","SUGGESTION BOX INC"
"SBOX","PNK","Superbox, Inc."
"CNXN","NMS",NULL
"QEDN","PNK",NULL
"CNLPL","PNK",NULL
"GSCE","PNK",NULL
"LZB","NYQ","La-Z-Boy Incorporated"
"BYDGF","PNK","BOYD GROUP SVCS INC."
"MBYMF","OQB","MTB METALS CORP."
"IBP","NYQ","Installed Building Products, In"
"DBP","PCX","Invesco DB Precious Metals Fund"
"PBP","BTS","Invesco S&P 500 BuyWrite ETF"
"BPAQF","PNK","BP Plc"
"BPIGF","OEM","BPI ENERGY HOLDINGS INC"
"BPOSY","PNK","BPOST SA UNSP ADR EACH REP 1 OR"
"BTQNF","PNK","BQE Water, Inc."
"AVGO","NMS","Broadcom Inc."
"CCON","PCX",NULL
"MCTH","OEM",NULL
"CNTHO","PNK",NULL
"BCTX","NCM","BriaCell Therapeutics Corp."
"PBR","NYQ","Petroleo Brasileiro S.A.- Petro"
"SWBI","NMS","Smith & Wesson Brands, Inc."
"EWZ","PCX","iShares Inc iShares MSCI Brazil"
"BBRW","OEM","BREWBILT MFG INC."
"CNCM","OEM",NULL
"CNPWM","PNK",NULL
"CTGSP","OEM",NULL
"COOP","NCM",NULL
"NBR","NYQ","Nabors Industries Ltd."
"STZ","NYQ","Constellation Brands, Inc."
"BWEN","NCM","Broadwind, Inc."
"DOOO","NMS","BRP Inc."
"VBR","PCX","Vanguard Small-Cap Value ETF"
"CORP","PCX",NULL
"CQRLF","PNK",NULL
"COUR","NYQ",NULL
"NWL","NMS","Newell Brands Inc."
"YUM","NYQ","Yum! Brands, Inc."
"BEPC","NYQ","Brookfield Renewable Corporatio"
"GBR","ASE","New Concept Energy, Inc"
"CNRD","PNK",NULL
"VDC","PCX",NULL
"ITB","BTS",NULL
"SUIC","PNK",NULL
"FDIS","PCX",NULL
"GVA","NYQ",NULL
"BCLI","NCM","Brainstorm Cell Therapeutics In"
"BRFS","NYQ","BRF S.A."
"UTZ","NYQ","Utz Brands Inc"
"DNB","NYQ","Dun & Bradstreet Holdings, Inc."
"GRBK","NYQ","Green Brick Partners, Inc."
"CWCO","NMS",NULL
"REYN","NMS",NULL
"BDRY","PCX","Amplify Commodity Trust Breakwa"
"ICON","NCM","Icon Energy Corp."
"DBGI","PNK","Digital Brands Group, Inc."
"RTON","PNK","Right On Brands, Inc."
"IBKR","NMS","Interactive Brokers Group, Inc."
"ISRHF","PNK",NULL
"BRZU","PCX","Direxion Daily Brazil Bull 2X S"
"SCHB","PCX","Schwab U.S. Broad Market ETF"
"VIV","NYQ","Telefonica Brasil S.A."
"BYFC","NCM","Broadway Financial Corporation"
"IMBBY","OQX","Imperial Brands PLC"
"SNRS","OEM",NULL
"INCC","PNK",NULL
"FSTA","PCX",NULL
"CIVX","PNK",NULL
"ROAD","NMS",NULL
"CSTM","NYQ",NULL
"WANT","PCX",NULL
"SBR","NYQ","Sabine Royalty Trust"
"CNR","NYQ","Core Natural Resources, Inc."
"DIN","NYQ","Dine Brands Global, Inc. Common"
"BCTXW","NCM","BriaCell Therapeutics Corp."
"NGCG","PNK",NULL
"IYC","PCX",NULL
"MILN","NGM",NULL
"CPSS","NGM",NULL
"PSCD","NGM",NULL
"HURN","NMS",NULL
"KXI","PCX",NULL
"IHSRF","PNK",NULL
"KTB","NYQ","Kontoor Brands, Inc."
"BF-B","NYQ","Brown Forman Inc"
"BRAXF","PNK","Braxia Scientific Corp."
"BIPC","NYQ","Brookfield Infrastructure Corpo"
"BBIO","NMS","BridgeBio Pharma, Inc."
"IYK","PCX",NULL
"KBR","NYQ","KBR, Inc."
"DRVN","NMS","Driven Brands Holdings Inc."
"EBR","NYQ","Centrais Electricas Brasileiras"
"RCKY","NMS","Rocky Brands, Inc."
"SBGI","NMS","Sinclair, Inc."
"CNSWF","PNK",NULL
"PSCC","NGM",NULL
"PBR-A","NYQ","Petroleo Brasileiro S.A.- Petro"
"VRA","NMS","Vera Bradley, Inc."
"SPB","NYQ","Spectrum Brands Holdings, Inc."
"FARM","NMS","Farmer Brothers Company"
"BLIN","NCM","Bridgeline Digital, Inc."
"PEZ","NGM",NULL
"RXI","PCX",NULL
"IECS","BTS",NULL
"JHMC","PCX",NULL
"BRKR","NMS","Bruker Corporation"
"USHY","BTS","iShares Broad USD High Yield Co"
"XELB","NCM","Xcel Brands, Inc"
"LCUT","NMS","Lifetime Brands, Inc."
"TPB","NYQ","Turning Point Brands, Inc."
"JHMS","PCX",NULL
"DEER","OEM",NULL
"PSMM","BTS",NULL
"SZK","PCX",NULL
"LUVU","OQB","Luvu Brands, Inc."
"CHALF","OEM","CHALICE BRANDS LIMITED"
"BEDU","NYQ","Bright Scholar Education Holdin"
"RLBD","OEM","Real Brands, Inc."
"RMHB","PNK","Rocky Mountain High Brands, Inc"
"VTOL","NYQ","Bristow Group, Inc."
"WNBD","PNK","Winning Brands Corp."
"GGBXF","OEM","GREEN GROWTH BRANDS INC"
"LBRDK","NMS","Liberty Broadband Corporation"
"HTCMY","PNK",NULL
"TLCC","OEM",NULL
"UGE","PCX",NULL
"VICT","OEM",NULL
"DIFTY","PNK",NULL
"KAVL","NCM","Kaival Brands Innovations Group"
"LOAN","NCM","Manhattan Bridge Capital, Inc"
"BRSE","PNK","Broadside Enterprises, Inc."
"BRCHF","OQX","Brainchip Holdings Ltd."
"TQLB","PNK","Torque Lifestyle Brands Inc."
"INSO","OEM",NULL
"BRID","NGM","Bridgford Foods Corporation"
"NXGB","OEM","NXGEN BRANDS INC"
"BRDCY","PNK","Bridgestone Corp."
"EWZS","NGM","iShares MSCI Brazil Small-Cap E"
"LBRDA","NMS","Liberty Broadband Corporation"
"LECBF","OEM",NULL
"BEUT","OEM",NULL
"HSCM","PNK",NULL
"PSCX","BTS",NULL
"TAYO","OEM",NULL
"MWCAF","PNK",NULL
"DMAN","PNK","Demand Brands, Inc."
"BRGC","PNK","BrightRock Gold Corp."
"FNDB","PCX","Schwab Fundamental U.S. Broad M"
"NFRA","PCX","FlexShares STOXX Global Broad I"
"TRLFF","OEM","MAVEN BRANDS INC"
"KSKGF","PNK",NULL
"UCSO","OEM",NULL
"EXSO","OEM",NULL
"DITTF","PNK",NULL
"BBBXF","OQB","Brixton Metals Corp."
"SBSAA","PNK","SPANISH BROADCASTING SYSTEMS IN"
"BF-A","NYQ","Brown Forman Inc"
"DNAX","PNK","DNA Brands, Inc."
"MAGA","BTS","Point Bridge America First ETF"
"COST","NMS",NULL
"CORT","NCM",NULL
"MRIB","OEM","MARANI BRANDS INC"
"UBR","PCX","ProShares Ultra MSCI Brazil Cap"
"BIPH","NYQ","Brookfield Infrastructure Corpo"
